# GroupLab range-statistic table, docs/STATISTICS.md sections 5 and 15.3. Generated by `grouplab stats range-table` with seed 20260914.
# Groups of n shots from a circular bivariate normal with sigma 1, statistics averaged over nGroups groups: ES extreme spread,
# FoM figure of merit, D bounding-box diagonal, RS Rayleigh sigma with the c4 correction. M mean, SD standard deviation, Q025 and Q975 quantiles.
n,nGroups,replications,ES_M,ES_SD,ES_Q025,ES_Q975,FoM_M,FoM_SD,FoM_Q025,FoM_Q975,D_M,D_SD,D_Q025,D_Q975,RS_M,RS_SD,RS_Q025,RS_Q975
33,3,10000000,4.86692720525074,0.36125463352282633,4.203378379476542,5.61883781212609,4.164877148914601,0.27955317744442787,3.639974513115629,4.735285862875665,5.928656951903484,0.4005365091489553,5.177501735026916,6.746636925848933,1.0000024625596604,0.05113316046980464,0.9009789058812735,1.1013816059228678
34,3,10000000,4.890689340047219,0.35985877369120384,4.2303263777175815,5.640484331741393,4.18946956813035,0.2784694524596978,3.6664467507617244,4.757518330404658,5.9629386581695725,0.3989729691935103,5.214437958311994,6.777557489866487,0.9999923933418382,0.050337041446990194,0.90251833164961,1.099770484475512
35,3,10000000,4.913532621386517,0.3585849672555062,4.25568852896651,5.6605703707596815,4.213109981292349,0.2775813224719853,3.6917797445867264,4.779333874836046,5.995897470877428,0.39768270593383104,5.249901934758413,6.808069017948625,0.9999891091795782,0.04961262036142448,0.9039543882712033,1.0984050868139719
36,3,10000000,4.935751801010305,0.3572699480876452,4.280330179967436,5.680249884193132,4.236364143884301,0.2766985706259541,3.7168939599582234,4.800941940111814,6.028327137731299,0.3963995946488925,5.284951720134027,6.8378431185790225,1.0000064797181238,0.04888062929835617,0.9053636944351506,1.0969084263315552
37,3,10000000,4.957234060003054,0.35611192808889297,4.304243258633787,5.699794590305724,4.2585309399850795,0.275731481403476,3.74128034032846,4.821500712683429,6.059238745645046,0.39501187913829455,5.319113636696507,6.866814024229306,1.0000042644764557,0.048185144617157435,0.9067302096168199,1.0955621731750058
38,3,10000000,4.978265420924522,0.3549165463100427,4.327634458918071,5.718214231880407,4.2801988261503805,0.2749164322931901,3.764319763816324,4.841454374938097,6.08948574753588,0.393807856766064,5.351411214135452,6.894240730232246,0.9999963071455322,0.04755065124261291,0.907886984120409,1.0942782711137293
39,3,10000000,4.998491555287815,0.3537237351441631,4.350030856878789,5.736378809954441,4.301283220523871,0.27400982445871336,3.7871090278436204,4.860938969689075,6.118893707099348,0.392513398095201,5.383240934077148,6.921656109144606,1.000022620078698,0.046902399642295936,0.9091799619701012,1.0929675202717912
40,3,10000000,5.0180207469732805,0.35251604462528174,4.372202547944896,5.753585073210351,4.321460487357924,0.2731816448961018,3.8089563579149788,4.8793634339969545,6.1470579490606845,0.3912999027444792,5.413927653035275,6.94699279192553,0.9999845508189628,0.04629317128918644,0.9103077686620026,1.0917270254551203
41,3,10000000,5.037255835724078,0.35140764542191205,4.3935506195008704,5.770726184947206,4.34146861830851,0.27239023466025036,3.8304231501853137,4.897761278891852,6.174987176450119,0.39013707412047854,5.443960466660735,6.972454634514447,1.000032651123112,0.045713869602540876,0.9114164562775805,1.0905874301955258
42,3,10000000,5.055735318045372,0.35037669926163795,4.41418087010736,5.786777159381184,4.360490819652109,0.27154614738768534,3.8513010859974424,4.914993163382548,6.201544859548851,0.3889413304082631,5.473080106556032,6.9966271844310715,0.9999799375491367,0.045147793722007105,0.912479359211652,1.089388254222027
43,3,10000000,5.0736938242437555,0.3493028711916332,4.434198414849857,5.802397679124864,4.379278278977594,0.2707291012687723,3.8714498854672628,4.931884244212509,6.227773195269782,0.387759060654934,5.501197046886905,7.020320177454548,0.999978295656661,0.044599399323079214,0.9134715061244816,1.0882887018664014
44,3,10000000,5.0915035803512145,0.34848175761889394,4.453421936299261,5.819140729045626,4.397709382768308,0.2701710992549327,3.891070686219495,4.949672706089851,6.253522773026427,0.38695707006536717,5.528513404134481,7.045002393169795,0.9999928791249201,0.044089541392376065,0.9144724720149461,1.0873339623885308
45,3,10000000,5.1085947113799435,0.34762761278862425,4.472299832497729,5.834314739046045,4.415502287326047,0.26951175436886116,3.91015510717348,4.966220149053542,6.278363667779265,0.3860191414573345,5.555339005020649,7.0679617094211595,0.999999619739346,0.043568511857274866,0.9155627948670677,1.086309020193003
46,3,10000000,5.125424518778428,0.3466176144548383,4.4912988972258825,5.849255325401253,4.432906925074626,0.2687875925359477,3.9290191728648356,4.982062412964651,6.3026623664195895,0.38495921588041654,5.58179335139059,7.090042803867967,1.0000152590989164,0.043099473399366886,0.9164312737887291,1.0853771714353324
47,3,10000000,5.141525897676143,0.34572450164430396,4.508904843640551,5.863695235003176,4.449568351690208,0.2681125467676322,3.9469394224546805,4.997467131026143,6.325948027973676,0.3839906170382522,5.6069377557965625,7.1114173603289,1.0000071666940507,0.04262366251443533,0.9173743810627975,1.0843924732267751
48,3,10000000,5.157551390205758,0.3447926324659526,4.526612860149936,5.877997242254699,4.466153166851992,0.2675263632244358,3.9646535280398156,5.012948341320123,6.3491223171654365,0.3831303933223263,5.631717514899192,7.133139937638712,1.0000025367572776,0.04215903174392054,0.9182172513739237,1.0835130277113472
49,3,10000000,5.172937862909969,0.3438470502092638,4.543779453530932,5.891229968702756,4.482224827162242,0.26679041881484106,3.981952940667505,5.027233895748534,6.371578103109626,0.3820555640661885,5.656153354563737,7.152698363514238,0.9999912446204928,0.041727344158840246,0.9190550291541503,1.0825847779858118
50,3,10000000,5.188422378657547,0.3430028456497806,4.560935695262101,5.905007460746909,4.498208825240069,0.26625805738543773,3.998819932637821,5.042342712122305,6.393930705424299,0.3812894416364577,5.679602737713848,7.174041919753345,1.0000094773811128,0.04129220330804064,0.9198922989373454,1.0817045225684445
55,3,10000000,5.259576973545761,0.3391429507646939,4.63993576096773,5.968607137369989,4.572042573943617,0.26335948443869445,4.078541904443269,5.110223977162507,6.497137382285362,0.37709817877307666,5.791324984382938,7.268656338386197,1.0000047152708014,0.03932408093219189,0.9236598764385068,1.077827877466061
60,3,10000000,5.323634540407149,0.33583352528489335,4.710433820504075,6.026035043203348,4.638530375924157,0.2608809115202054,4.150094978780737,5.172514847199707,6.590138053842373,0.37352006980522073,5.891750079821615,7.355483106862623,0.9999847046624885,0.03763182892406479,0.9269200035062284,1.0744023516446113
65,3,10000000,5.382205062930565,0.33265385803918895,4.7755137816465245,6.078649404333764,4.699224247845277,0.25859539375117435,4.215290488249623,5.228559754653401,6.6750713326406395,0.3702132838080937,5.983117457035189,7.433588448460975,1.000009926078893,0.03612337999471837,0.9298365666714763,1.0714000833012454
70,3,10000000,5.435782265449634,0.32996599896863527,4.834132634610708,6.127133364927766,4.7548264504785385,0.25650538164789183,4.274748693378348,5.279946429611521,6.752920257485603,0.36718425209000094,6.066598942328574,7.50536009405204,0.9999970987668606,0.03478076767310603,0.9324316618975196,1.068752779997444
75,3,10000000,5.484851617060572,0.32730161550558573,4.8885343533605115,6.170909464140453,4.805738132892769,0.25451456930450345,4.329590998341243,5.326845067772773,6.824196660453524,0.3643052936633939,6.143474263614284,7.5708353190383315,0.9999820747355508,0.03359764653101637,0.9346635636832091,1.0663604454756728
80,3,10000000,5.5308403905305425,0.32490860260932247,4.9389503555550585,6.2115624921113,4.85352748337488,0.2528705767181724,4.38043813654627,5.371450302922304,6.891125085332659,0.3619206928857405,6.214812014095709,7.633389204202768,0.9999969081169215,0.032520405521575056,0.9367693618085943,1.064218526277279
85,3,10000000,5.573643726716283,0.32272811280631675,4.985997909115132,6.250292952841081,4.8979534618983225,0.2512114609108289,4.4285412228845695,5.412870495825992,6.95337219597976,0.3595267839833659,6.28233237326642,7.691172638516563,0.99998872450798,0.03151531204867724,0.9386972258721238,1.0622650600102463
90,3,10000000,5.613640317856679,0.32070188243255016,5.03011266640064,6.286486191540519,4.939386135263583,0.24962006572807374,4.472846032512449,5.450855811327421,7.01144706579354,0.3572327109365456,6.344619376804535,7.7443212718598025,1.000010959136797,0.030610521945251663,0.940467556398876,1.0604343049980158
95,3,10000000,5.651313916851714,0.3190157768439367,5.071161544215505,6.32078929912015,4.978472362457761,0.24836855596908422,4.5142422472734,5.487752995996579,7.066228073454077,0.3554214567736319,6.402763208920873,7.795636550272441,1.00000913016466,0.029787076955747345,0.9420462447450106,1.0587989551819943
100,3,10000000,5.686603419800284,0.3172601561343586,5.109873509569936,6.352723542676219,5.015295018686427,0.24699766593584319,4.55400119607845,5.521465807049827,7.117859536220193,0.353446296348017,6.458661459579599,7.843102358118663,0.9999999198620095,0.02903474852374053,0.9435012426740019,1.0573136967397818
2,4,10000000,1.772138381128387,0.46314936841575455,0.9405418205744492,2.7453791920825545,1.1281526424527266,0.3013002945888992,0.5923815640082548,1.7661260242463175,1.772138381128387,0.46314936841575455,0.9405418205744492,2.7453791920825545,0.9998220152378247,0.2613040492868867,0.5306438980591456,1.5489143430617278
3,4,10000000,2.408684967701702,0.4461829877529993,1.5854287371854199,3.3296041059032717,1.6924616026213537,0.3142182056683389,1.1126928423562938,2.340918144545903,2.539471859394129,0.4634296534494275,1.6804235145052158,3.491627994827092,0.9999467222202844,0.1815837045079092,0.6627811776005653,1.3724903481160706
4,4,10000000,2.79330137845524,0.42798536375855395,1.9970975322954752,3.6723110989271195,2.0586602207046183,0.31113171164857034,1.4774607299242724,2.694521085478054,3.0338813948752796,0.452847965477397,2.1853461674787966,3.95709803802734,0.9999530329708474,0.14706406116793708,0.7233368218192227,1.2987715338590091
5,4,10000000,3.0659014319669144,0.4134307912172962,2.2950164690714763,3.9132550822243353,2.3259445136553176,0.30546840067666886,1.7516056241112261,2.947763957498942,3.3958127433869376,0.4420551828410428,2.564044408351395,4.2946399239482,0.9999973875899008,0.1268020269199694,0.7599060380119069,1.2563468602680612
6,4,10000000,3.2752972496504014,0.40168149352679106,2.525995377924802,4.098525110126005,2.5344707669177993,0.2998275446084542,1.969529262815319,3.143492702881025,3.6792619680658154,0.43257585327302545,2.863687344731134,4.557454596979475,1.0000026765436782,0.11309657706415101,0.7849401464691387,1.2277560263950706
7,4,10000000,3.444178541641352,0.39207252764416856,2.7119586695463083,4.24746946052839,2.7043236959780654,0.29458921153818657,2.1478165583024564,3.301552605068351,3.9109097311000616,0.4243056930338396,3.109311476221497,4.771325593594265,0.9999869768931353,0.1030727124342968,0.8033510881420148,1.2070499990225185
8,4,10000000,3.5852243117253764,0.3836280379491848,2.8688189307226533,4.372240964994942,2.8471044875193523,0.2897238039411988,2.2994129081519095,3.434140714414392,4.106145877405143,0.4168042414747395,3.3182936424070304,4.951069112643827,0.9999857872024406,0.09527154323160397,0.8178165955059488,1.1910331939733236
9,4,10000000,3.706324062959519,0.37692521410634294,3.0025498524472667,4.479206024123692,2.970109498670357,0.28567287036461103,2.4295169366199807,3.548553009083031,4.274833077734544,0.41068033609200527,3.4979842829377836,5.106759894125645,1.000024926044162,0.08905703580701668,0.8294130182030148,1.1783059809193583
10,4,10000000,3.8114505671350623,0.3707539878241752,3.1195409521998894,4.572158057106333,3.0774186172898768,0.281819640546639,2.5439485905759707,3.648033688768102,4.422181038499845,0.4049014650724216,3.656054458415129,5.242227065209396,0.9999728620948469,0.08389228122041513,0.8389908121864827,1.1676806941425844
11,4,10000000,3.904815501023646,0.3653880173553767,3.223282831509162,4.654740826471114,3.1728593464093167,0.2783948666628488,2.646058745119964,3.7366147890313144,4.55352051100504,0.39978728224488785,3.79745802991864,5.363215176834871,1.0000081234167344,0.07956046577612759,0.8472291681366205,1.1589796231606895
12,4,10000000,3.988376388149504,0.36063893831804217,3.315780616250367,4.728802185866675,3.2583913939559777,0.2752204611190196,2.7374559498435302,3.815200161177685,4.671384187009402,0.39516458593360904,3.9239432273003554,5.471357376794248,0.9999934118586226,0.07579981376729973,0.854278314586271,1.1512248563771534
13,4,10000000,4.063833420086704,0.3563049585426747,3.399805759570862,4.795833113829158,3.3358980401101372,0.27241511041243166,2.8199790637771116,3.8878138508559967,4.778320085695233,0.39099148284407453,4.038401225762517,5.570992260747359,0.9999785337463913,0.07253320771538205,0.8604430755172972,1.1447201807125338
14,4,10000000,4.1328744784626235,0.35238897450789997,3.47651560994576,4.8572502270898985,3.40677711906074,0.26981754662430274,2.8962291437574748,3.953291808076145,4.876203877837351,0.3871804384102015,4.144243153711443,5.660937812483304,1.000007916261447,0.06967985474719769,0.8658167489898837,1.1389459127656076
15,4,10000000,4.1961504257450875,0.3489374814701923,3.5462087553223487,4.913174013735946,3.471888931483429,0.26739329400551787,2.9656002332748006,4.013216601038927,4.966200530635046,0.3836584847042196,4.240372348186827,5.74351733608678,1.0000328061168957,0.06710352945527509,0.8706309503611719,1.1336698479280458
16,4,10000000,4.254581947599007,0.3454891419911425,3.6112535969798407,4.964791350358067,3.5320377795536975,0.26502558841977564,3.0303212851359924,4.068918713961848,5.0494535433653,0.3801917623355925,4.3302354327342,5.820091077632843,1.000000221895067,0.06479613467390376,0.8750301969648725,1.1289755757103623
17,4,10000000,4.308595823990145,0.34251861633739145,3.6711913027364504,5.0132237253719785,3.5878191535485784,0.26299699786086905,3.0900155877768842,4.120640217675051,5.126648998465129,0.3772237803841409,4.41335435777987,5.89099751253914,0.99998614626352,0.06271931664953208,0.8790006509215554,1.1247505720174729
18,4,10000000,4.359324798358553,0.3398239661113827,3.727522043877352,5.058597061085381,3.640135012752454,0.2610913001716163,3.1461437925465052,4.168978816265907,5.199151249473794,0.37445267600943366,4.491512780659478,5.958138991331146,0.9999991432859198,0.06083096226671159,0.882569682211534,1.1209630684770004
19,4,10000000,4.406591416809777,0.33715553039163426,3.7794747885733346,5.100491290653499,3.6889169902503,0.2593255999291974,3.1982364822054428,4.2144957475427445,5.266789198472072,0.37185894715468687,4.5637786055148695,6.020982993666162,0.9999818289207913,0.05912624273560135,0.8857765563135849,1.1174932014799321
20,4,10000000,4.4512494423729425,0.3347766092571669,3.8289151108978694,5.140977188737293,3.734947823326491,0.2576626481117882,3.2475057192811936,4.256640844481437,5.330657152901728,0.3694461145257657,4.632282078011514,6.079575498993223,0.9999987462783897,0.05754418781614233,0.8888401381866957,1.114357980111647
21,4,10000000,4.493140414785205,0.33242607309297567,3.875315362753036,5.178116310386666,3.778262962206232,0.25599320346317095,3.2939116141901494,4.296873863265007,5.390753479556412,0.36702893801312003,4.697000981624162,6.134947714520947,0.9999862710123534,0.05606818844959698,0.8915429222442333,1.1113525214625253
22,4,10000000,4.5328592805747805,0.33041181884688925,3.9195329349769623,5.2138884496242985,3.8192637510340743,0.25453107888975757,3.3379425055913527,4.335414510138804,5.447704171921178,0.36492120953183127,4.758333591825265,6.188100814716885,0.9999783443512473,0.05472191588895611,0.8942070989205902,1.1086639406203656
23,4,10000000,4.570642668620213,0.32828854772017263,3.9609748584770963,5.2473862384333625,3.8583076760085397,0.2531250928449346,3.379619997126507,4.371357810888947,5.501950983905133,0.3628447133927122,4.816429851109217,6.2379553859304755,1.0000115804640664,0.05345733531111213,0.8966161078041904,1.106068559952294
24,4,10000000,4.606370087096804,0.32634334910745566,4.000817525780875,5.279429266787229,3.8952228014167667,0.2517089622197561,3.4194303899688303,4.405830853790421,5.553262828804167,0.36079172495938766,4.871982229288025,6.285537298344857,0.9999860877390746,0.052253476805122843,0.8989010576050475,1.103735306396993
25,4,10000000,4.6406466101571295,0.32455094185097644,4.037918533477837,5.3099393105737,3.9306385603465794,0.2504895433268809,3.4570799176911176,4.438642343944387,5.602505428195738,0.35903008637359507,4.924353180640515,6.331276002542384,1.0000121299632838,0.05116332081608716,0.9009519418457389,1.1014804863652312
26,4,10000000,4.672884034499854,0.32284919852874516,4.073992921028743,5.338922414336735,3.964138836748703,0.24921599915310227,3.4931326719941826,4.469849215815,5.649079952850645,0.3571719651299911,4.974801013451916,6.374400110080319,0.9999737140351266,0.05012534139170502,0.9029376344822927,1.0994424403501812
27,4,10000000,4.704274820186507,0.32121532559425703,4.108512481840752,5.367249751293061,3.9965360244509176,0.2480661902285377,3.5277351382474076,4.499528733280519,5.694189000427252,0.35552424819380746,5.022969105057331,6.4158113783226645,0.9999973071557842,0.04913081904731168,0.9048534059626708,1.0974309900499382
28,4,10000000,4.734176746691702,0.31962217023293815,4.141408839344495,5.393933594759334,4.027540071529435,0.24694919381920175,3.560823718016136,4.528180115373703,5.737324551789559,0.35389288603864855,5.069262701720314,6.455504607891142,1.0000277338928139,0.048211853755948705,0.9066516064302522,1.0956100511406015
29,4,10000000,4.762742312164934,0.3182009972682003,4.173145332037963,5.420127481018918,4.057021948926917,0.24588305165252985,3.592555498239246,4.556164640776461,5.778373089495535,0.35234164867836376,5.113503654546354,6.494234416061279,1.0000124665210053,0.04734816813250952,0.9083559506383682,1.0938926215812652
30,4,10000000,4.790116085670438,0.31684337689429304,4.202826743025442,5.444824833525734,4.085468822157384,0.24492514603860313,3.622456183896105,4.582669040336886,5.817986763714441,0.35096680356835874,5.155157688178999,6.531078170869272,0.9999850046407873,0.04652753497266561,0.9098516544669749,1.0922302169164013
31,4,10000000,4.816506712762016,0.3155055499388501,4.231475737059964,5.468065943221644,4.112811051917708,0.24393606678046584,3.6516420153714604,4.607686055184138,5.856070476034668,0.34953440540272107,5.195982691792595,6.565820645307004,0.999986158564811,0.04573843479077032,0.91134340249088,1.0905575521572417
32,4,10000000,4.842317711974261,0.31426567151315066,4.260321091003039,5.4914356205388195,4.139433262991329,0.2430707562127024,3.680501291635789,4.633045938121632,5.893174430782509,0.34827912456639687,5.236330135010655,6.601153467378295,1.000024689798741,0.044993987858706466,0.912826391855575,1.0891786665548977
33,4,10000000,4.866936187834538,0.3128756040329191,4.28741144400936,5.51357379001536,4.164901191830159,0.24210525990471357,3.7077239979329337,4.65622203237538,5.928689384574849,0.3468818148167183,5.274332712647908,6.633400509481348,1.0000086876756804,0.04427986319032463,0.9141101577683626,1.0876917758360418
34,4,10000000,4.8906372657241315,0.3117039552491147,4.313651438176811,5.53485908643802,4.189429945375073,0.24121750024844926,3.7337104780487023,4.67875341039159,5.962879732291998,0.3455936677447958,5.310598637412131,6.664591709344704,0.9999906696667895,0.043601166335531925,0.9154344790749989,1.0862511480897907
35,4,10000000,4.913515177932877,0.31063987127818377,4.338416313655494,5.555580877830465,4.213129516574928,0.240393676975677,3.7591467521077147,4.701311024282466,5.995923737990828,0.3444092722787027,5.346154529950848,6.695742719806551,0.9999821088354138,0.04296101478712861,0.9166647032346524,1.0850284490992503
36,4,10000000,4.935730209142858,0.30942230457793635,4.362969313727514,5.575455339338154,4.236294700404339,0.2395517958342037,3.7836941155608335,4.722624084450835,6.028225559912759,0.3431858332777951,5.380500754395274,6.725689116813475,0.9999990174087021,0.04232313786062947,0.9179056200476922,1.0837981069881357
37,4,10000000,4.957245569822539,0.3083394682014695,4.386543237964066,5.595147394588382,4.258535186417447,0.23878861856883185,3.8077014767092923,4.74352509393309,6.059245411512281,0.34208395767174676,5.4140070545161905,6.754608082273463,1.0000028210385643,0.041738893222483246,0.9190232856085963,1.08259737204307
38,4,10000000,4.97828075197815,0.30738399177420445,4.409772506721526,5.613756535965275,4.280206067669384,0.23812710025086314,3.8305925508233383,4.7638186019045525,6.089494386050659,0.3411086103035623,5.446215940081206,6.78304102730136,0.9999896492628721,0.04118904788669249,0.9200999721836771,1.0815677075169579
39,4,10000000,4.998515351249631,0.30631440950184374,4.43209001452115,5.632356814715232,4.301286990842351,0.23727595911690721,3.8533902962987017,4.783441274962277,6.118904650534431,0.3398949608851232,5.477944500995823,6.8101276392738574,1.0000279074881262,0.04061681225944757,0.9211968734162564,1.0804273714557797
40,4,10000000,5.018034238288462,0.30536552757693225,4.453372473338109,5.650041506960717,4.32148272482364,0.236610242301184,3.875104209722781,4.8022590428656455,6.1470879784258035,0.3389140222476259,5.508374625638281,6.836405309053065,0.9999812916944576,0.04010092791278196,0.9221950534741801,1.0792993658883927
41,4,10000000,5.037294196984903,0.3044226552772636,4.474770553324896,5.66774101310106,4.341508491666083,0.23589901270363775,3.8964592916674805,4.820900033089341,6.175045473327101,0.33788957486046656,5.5381839028688615,6.862524898884033,1.000029700267585,0.03959438765327232,0.9232297968858824,1.0784358907613603
42,4,10000000,5.0556548363737175,0.30341475698668374,4.494784721881463,5.683254021665542,4.360498687492261,0.23518372715640232,3.9164735008029474,4.838134413358159,6.201554807899311,0.33686278202084713,5.566316213701799,6.886490447507767,0.9999794905717889,0.03910008890145842,0.92405778482365,1.077325854028284
43,4,10000000,5.073695553268282,0.30247571737783524,4.514646158771076,5.699857496198287,4.379275252875733,0.23445773872828038,3.9366119226320295,4.855598744649215,6.227768434963498,0.3358123106933594,5.59449205992802,6.910506286863336,0.9999788341753161,0.03862266269287743,0.9249489811491471,1.0763130758551043
44,4,10000000,5.091428322475323,0.3017763459640969,4.533811355440923,5.7162697942491505,4.397660238738299,0.23395382548268845,3.9562716344742968,4.872987221018331,6.253445997829945,0.3350784850158625,5.621919289912583,6.9348915051723985,0.9999970782322922,0.03818222618828151,0.9258397699657787,1.0755118406510058
45,4,10000000,5.108575298645716,0.30100184785637385,4.552369726536468,5.732103656070177,4.415463095056192,0.2334268871754374,3.975160244577835,4.889967974575216,6.278310273266237,0.3343238390333663,5.648320694362002,6.958761866072075,0.9999970487876745,0.037731779162426815,0.9267380314180839,1.0746435525492437
46,4,10000000,5.125419205963253,0.3001780450227976,4.570969537960654,5.747134236996332,4.43290481164514,0.2328022167485259,3.993813653201295,4.90588236178052,6.302662338237774,0.333420191459411,5.67448590111786,6.980710538315752,1.0000154197305677,0.037327341653561115,0.9275413747325691,1.0738166492196415
47,4,10000000,5.141543143190206,0.2994692622420914,4.588340708358414,5.761741984781175,4.44959252533586,0.23227331866691242,4.011638888942607,4.921778107769928,6.325985183465069,0.33265425143695937,5.699476784041613,7.0027309761343535,1.0000058346853236,0.036924379117631106,0.9283040654618143,1.0730456328788498
48,4,10000000,5.157569350858467,0.29862724346893027,4.6061076275482,5.776350995498861,4.466143062603607,0.23174581351394952,4.029099926969097,4.937096385318887,6.349111334309977,0.33187828690582427,5.723835011699609,7.024330388593944,1.0000018680823006,0.036515278633384836,0.9290717263068536,1.0721998846731229
49,4,10000000,5.173108381756215,0.29782272580769087,4.6230128897739435,5.789856821603979,4.482345675979603,0.23106457775465702,4.04637003090545,4.951872196031828,6.3717462915872405,0.33089652932888286,5.747950360015073,7.044818880462057,1.0000110250079455,0.036141626662918945,0.9297997556520798,1.071450674599608
50,4,10000000,5.188386489589546,0.29709245680330637,4.639872191599082,5.803988161550923,4.49820051886325,0.2305920995300145,4.063422964244562,4.967165259731101,6.393913577902597,0.33020963266980097,5.771910190565497,7.065990794877597,1.0000129154319508,0.03576879318764872,0.9305071131660614,1.0707361873327121
55,4,10000000,5.259576570496169,0.29367718653625235,4.717714478584048,5.868325906322791,4.572062798388541,0.22811986058195388,4.142005104978875,5.035787923477132,6.497163404048732,0.3266271853271263,5.88207832658615,7.1620242244353856,1.0000084435833732,0.034068163695628616,0.933762989055114,1.0673164585041348
60,4,10000000,5.323673459573589,0.2908105326497645,4.787690076050029,5.927269642146215,4.638550428671713,0.2259129048889286,4.21306172531785,5.098199774486347,6.5901719979324636,0.32345602283085473,5.98164939862254,7.248909160595847,0.9999899896822961,0.03258713177899318,0.9366426493515246,1.0643748767208707
65,4,10000000,5.382271350598105,0.28800042126353315,4.851463297948197,5.979789172870668,4.699272412643425,0.2238646418443545,4.27757499269424,5.154692543773393,6.675139418272265,0.32049006598716834,6.072026622662055,7.327655781018882,1.0000100398144223,0.03128137331701599,0.9391621834484551,1.0617874638124993
70,4,10000000,5.4358127288863045,0.28574623291116064,4.909784002217619,6.029252761672294,4.754802830192588,0.22216536688497135,4.336359492395445,5.2070226316123795,6.752882569762845,0.318019006180162,6.154575026202249,7.400872102312991,1.0000011690219393,0.03012392696402957,0.9413545058933223,1.0594666078202637
75,4,10000000,5.4849401325478215,0.2834465301937739,4.963149699022073,6.0738752770761515,4.805836783854648,0.22045268867865642,4.390794664886469,5.254782668278515,6.824335200840593,0.3155446998755878,6.230862285559291,7.467577954615688,0.9999907717814938,0.029089143894293807,0.943372452042235,1.057428788710059
80,4,10000000,5.530852262262269,0.2813640945301002,5.0133083913522665,6.115720551734847,4.853505063194888,0.21893730313338788,4.441501558468835,5.299512076701316,6.89109590884066,0.31335454200250057,6.302011104579612,7.5301735819532984,1.0000003666966442,0.02815854143670812,0.9452012679445376,1.0555638282192183
85,4,10000000,5.573637395279749,0.2794616237880582,5.0597116397042505,6.154826364521498,4.897946940199404,0.2174988524229342,4.4887927761472906,5.34088603945615,6.953368438217276,0.3112838456048957,6.36838207155643,7.587866008567123,0.9999890239009795,0.027295980065190493,0.9468384926049405,1.0538388116294866
90,4,10000000,5.613610621095562,0.2777711186863194,5.103112688655511,6.191607448865068,4.939389273507694,0.2162608716977612,4.532582759572329,5.3800508498544355,7.0114460545926,0.309490979463617,6.429871945194767,7.64266295113873,1.000005834997907,0.026510508220837066,0.9484145228110054,1.0523406506124466
95,4,10000000,5.65127330604646,0.2762489916732687,5.143535597426204,6.226115271056508,4.9784504261225555,0.21511384138671288,4.573705544142819,5.416743245608143,7.066195395616043,0.3078304945997435,6.48767849837188,7.694025298356956,1.0000085149661433,0.025800397663866645,0.9497540465279137,1.0508828744281375
100,4,10000000,5.686635354494016,0.27475602126087867,5.182086888518728,6.258699756361046,5.015260208170754,0.2139586330435466,4.6128654687551744,5.451540802538384,7.117810204614526,0.3061684208740569,6.542632899449015,7.742802488812267,1.0000033876233803,0.02514313596097073,0.9510348265804717,1.0495975242032702
2,5,10000000,1.7723344286235514,0.41426293327118,1.020470344876835,2.636765178140832,1.1283022506470743,0.26952226219187575,0.6432230346931259,1.6948262880783187,1.7723344286235514,0.41426293327118,1.020470344876835,2.636765178140832,0.9999326231924756,0.23372283180153924,0.5757387388988953,1.4876354477684974
3,5,10000000,2.4086651868290696,0.39896652931336213,1.6674428428726646,3.2278050662093754,1.6924692751160801,0.28096644611327953,1.1705983551686285,2.2691245516342713,2.5394683380822793,0.4143968200089683,1.7661608490471836,3.38691024244996,0.9999493422351076,0.16236920762341728,0.6965473526083498,1.3317080385574853
4,5,10000000,2.7932789847365602,0.3828019685635424,2.076952371678373,3.5758507014569596,2.0586642166313767,0.2782860336255358,1.5357458612526833,2.62535189277917,3.0338763609085286,0.405023231919783,2.2710852232807373,3.8568552065361903,0.9999546560434973,0.13153529407392306,0.7513602846422357,1.2662983647515798
5,5,10000000,3.0659330306244845,0.3698137349158971,2.3725099012048245,3.820479891534295,2.3259760402026215,0.27321730521503046,1.810088805071029,2.8799123761988805,3.3958661602408795,0.39540250486358647,2.648180936219812,4.196753668611762,1.000008818649574,0.11341640220510696,0.7844973107304657,1.2285803940863322
6,5,10000000,3.2751684195265303,0.35926378733694897,2.601045512177213,4.008180644213394,2.534377330937611,0.2681738475215699,2.0267438960700384,3.0772609656170635,3.679119830434244,0.38690624802163676,2.9461722760365316,4.4619302351312395,0.9999740581786267,0.10115411911579288,0.8070321922939596,1.2031700404657375
7,5,10000000,3.444121704693534,0.35067475721551933,2.7855445788203212,4.159647326605415,2.704314410375143,0.26350321135791865,2.2044777070892256,3.236748083513334,3.910885377957276,0.37953096754675053,3.191128150476021,4.677763864704534,0.9999803153665109,0.09219589203713889,0.8236474899571654,1.1847228468684952
8,5,10000000,3.5852572027473317,0.34313212595307807,2.941331806935783,4.285639887583664,2.8471335246052503,0.2590984838117507,2.355258087049771,3.370505656059721,4.106187756110424,0.3727483937736004,3.398830894523187,4.859114064837214,0.9999920586377097,0.08520595283997029,0.8366564227559262,1.1705432745561235
